"person_id","loan_id","cb_id","person_age","person_income","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length"
XP6Wykjo-Xb4M,l7Mww64s-cimT,BPwuU0x1-lpgJ,24,54000,Mortgage,2.0,Venture,A,8700,7.05,0,0.16,N,4
jEkDtRvl-SQna,So62XL30-S4fe,xMUnNWs2-018g,25,30000,Rent,1.0,Education,B,3075,10.59,0,0.1,N,2
"7w4bOmw4-mfoE",Leiie70m-l8IU,c3LMmWkX-nNAb,47,53808,Mortgage,4.0,Homeimprovement,B,15000,11.71,0,0.28,N,16
SIIvZ9tL-xB22,tszePmzY-kWy1,YTJTiZt5-XbzW,22,36996,Rent,3.0,Venture,B,5000,9.99,0,0.14,N,3
hCE9v1GM-2Oxe,TXNlGYdB-f5Pq,ZwOrRmbZ-mFvf,25,60000,Rent,3.0,Venture,C,3000,13.47,1,0.05,Y,3
lKnQCZAo-Kf65,ofFi64f5-v7Yo,BYFB7LS3-dLJw,22,78700,Mortgage,6.0,Personal,A,7000,7.68,1,0.09,N,3
XPDO9x0T-mZy5,NlC3TG2O-7zxH,PJsPDdpT-U7Gn,25,75000,Mortgage,5.0,Medical,A,1500,6.54,0,0.02,N,4
Gy2uKukB-0Sjc,kR1J6qn8-Y0Qi,XygAnFHI-6FCd,33,38400,Own,1.0,Education,D,8000,15.58,0,0.21,Y,7
otpEpRjY-ibPG,"95uCor5Z-aqjy",zysmQ1pR-8yXy,25,88668,Mortgage,2.0,Medical,A,3000,6.62,0,0.03,N,2
njhdtaWa-YjYj,Q0gpax9E-GeAi,SKUbyzPQ-NzxZ,24,90000,Mortgage,0.0,Debtconsolidation,C,24000,13.06,0,0.27,Y,2
"6yctOAr1-3yEA","0esFvozg-7Kbj",tnAmvUyh-AXOS,31,28800,Rent,1.0,Venture,B,5000,9.25,0,0.17,N,7
"28XSawMJ-Xt2K",NC0eXNkZ-Bn3a,znrWmL3B-8lhR,38,61000,Rent,0.0,Education,B,9590,12.53,,0.27,N,5
HfrZMDzO-ZoaY,roT7fGbq-EMut,iIWm7TKB-RSXC,23,28800,Rent,1.0,Venture,C,9250,14.35,1,0.32,Y,3
hA1f4NLw-5lQI,EwEznMDy-9gdi,K5GEqOLh-N8MY,22,55000,Own,4.0,Personal,A,2000,7.4,0,0.04,N,3
"85m5k2QY-pBIA",sODF0M3r-b4b3,fIPigfwC-XgiW,25,79992,Mortgage,9.0,Education,A,10000,6.03,0,0.13,N,2
pGwMhSr3-lSgr,f34GrmSX-kRtE,erCUhdMU-ixJn,37,40000,Rent,8.0,Venture,B,5000,12.18,0,0.13,N,12
SNow7Fll-Nubq,DlxH0s2J-G7JS,S7b0dEBX-Fb5e,28,37000,Rent,2.0,Venture,B,4500,11.11,0,0.12,N,6
qwZbU69F-fKF4,CAw5c0pk-M7PT,uzFujIlK-PRyj,39,12000,Rent,4.79,Debtconsolidation,B,2000,10.65,1,0.17,N,16
"9cXTqOY5-6IUY",OZmr0zBN-Rnbh,"8KbfpIU8-yUdL",22,47484,Mortgage,0.0,Education,B,5325,10.62,0,0.11,N,4
CYHG1blB-4nQS,iXc2uigW-tBbK,tXdPfiyK-ZEZG,24,56000,Rent,4.0,Homeimprovement,A,12000,8.94,0,0.21,N,3
aDSqiUX1-tgcc,"5BzpUPud-uA93",AYdTdzDO-hO5Q,35,80000,Own,5.0,Personal,D,15000,15.99,0,0.19,Y,9
"9gbthIbB-1nu2","89fBBSPB-Lq69",Wb0iC2oY-9Odd,27,54996,Own,2.0,Homeimprovement,D,8000,14.11,0,0.15,Y,9
DS1Yt3db-kcOg,K7AU8igJ-h5zX,xsu6Np4F-23fd,43,175436,Rent,1.0,Homeimprovement,A,7000,5.99,0,0.04,N,12
"02j1FUBX-fqaB",cliqSIMa-toLQ,x8qAJUtZ-G0to,23,46450,Mortgage,6.0,Education,A,10000,5.42,0,0.22,N,2
Cdd4kWti-gdY3,Zn5kv1AE-5PdW,EopogQia-QKJN,26,37000,Rent,5.0,Venture,D,14500,15.33,1,0.39,N,4
FbOttKJd-hUn1,USbpJn2o-6Hfe,rBnnE4SK-op45,26,85000,Mortgage,1.0,Debtconsolidation,C,15000,12.73,0,0.18,N,3
hPKa4AxK-DE4E,dWUaPZCw-TK4C,a9kitskW-L6n2,25,69900,Mortgage,9.0,Venture,A,5050,5.42,0,0.07,N,2
KbiAzr7n-xCXD,selnRucp-mnx5,eF8zisf1-akgM,26,58000,Mortgage,5.0,Personal,A,10000,11.02,0,0.17,N,4
NNbk4cTN-Xwsw,XnLUb8WX-iSZx,"75O7U7lJ-3UnX",22,107000,Mortgage,2.0,Medical,C,17400,13.47,0,0.16,N,4
"9JHC3CKQ-Rx3Z","4BrLWvR8-Jr4Y",QOZ85Kvp-rn5e,24,35000,Rent,0.0,Venture,C,6000,13.98,0,0.17,Y,4
YWpB3o2p-UrSJ,ZKJl96uW-ZHyO,cLeMqogS-yDMi,29,115742,Mortgage,13.0,Personal,A,7000,6.62,0,0.06,N,8
QHHgATMA-BEYI,um71qnA9-FYcL,AOb9YuxF-BUOP,34,50000,Rent,5.0,Homeimprovement,"",8000,11.02,0,0.28,N,2
q3qfKy2d-A66S,IcyUGuqJ-XWMS,z3xh4qSY-RKSF,24,90000,Mortgage,8.0,Homeimprovement,E,24000,17.56,0,0.27,N,3
"8cqMGfLu-Dri8",HOkJbRcb-krLa,AL3NF0Ny-hQqN,25,96000,Mortgage,9.0,Debtconsolidation,B,18250,11.11,0,0.19,N,4
"01lFJ6f4-Sb2E",Az3WnpHW-IUsu,wfzOarvK-1cOX,28,51200,Rent,12.0,Debtconsolidation,B,12000,11.02,1,0.23,N,7
XWxt3ITD-SmTG,Y9LdC2cH-d00O,SWpQSRGj-kwoq,53,54000,Rent,4.79,Medical,D,10000,14.59,1,0.19,Y,27
xaQeJ03l-KcBH,FXJBD1bB-6XcY,lRRU0RU6-8ODF,28,32400,Mortgage,4.79,Personal,B,2500,8.88,1,0.08,N,8
RJhkMdsX-lKAe,kl12FPYp-QxSm,Zc9aIn81-aXjW,22,34000,Rent,0.0,Education,D,16000,13.24,1,0.47,N,3
OT79Xp4j-lONY,Tg42jrZG-DA71,LEqyR6QK-tIkZ,25,33000,Rent,5.0,Medical,A,9000,7.14,0,0.27,N,2
MxTCtWUq-fEZO,lbynYPfk-Qp1N,CY3Adk4N-ZtRg,24,65000,Mortgage,4.79,Venture,A,4000,11.02,0,0.05,N,4
"5fsQzBt6-Z0Hd",IArHLSTX-1GEq,p8WhtAnc-SzZT,30,22000,Mortgage,1.0,Education,B,5375,12.21,0,0.24,N,9
fjZ22AmH-OtpP,R3xI1bvS-bl8q,GyYqEpyy-mvuy,23,57000,Mortgage,1.0,Medical,C,4200,12.68,0,0.07,Y,4
"4nwebC5s-dptc",x4zSqXSE-k8Zk,nWbNY2TX-fPOp,21,55000,Mortgage,0.0,Personal,B,10000,10.25,0,0.18,N,2
Ip0Sn7TX-U54e,TlilJINe-zRtL,"7YFA7Zu9-PIEZ",32,25000,"",12.0,Venture,B,2500,7.14,,0.08,N,4
xAQmhza3-UTNT,LoxYYxbc-h8cL,v3S6CJyC-oBHT,23,27996,Rent,7.0,Debtconsolidation,A,10000,11.02,1,0.36,N,2
XKU2Uwup-MKwc,"1CugHxGO-8tYc",lIz8IM26-02og,29,54912,Mortgage,11.0,Debtconsolidation,C,5500,12.53,0,0.1,Y,8
PIOtHyEr-faIF,KX25S2nq-GJjI,gZyOF9HW-hMkF,49,60000,Own,7.0,Personal,C,7000,11.02,0,0.12,N,13
c8SdIG12-jqjN,dvnMlrqn-NF5g,cgGZxYWE-xSvl,29,42000,Mortgage,5.0,Medical,C,2500,13.98,0,0.06,N,8
skwqOJAg-OiIN,QntQNxAT-6YdA,REJWQdZS-nXp5,28,65000,Mortgage,4.0,Homeimprovement,A,2000,7.49,0,0.03,N,6
cjemC2Db-Qnjq,To1lxalS-NNcR,"2NN7Om5c-qlBb",25,75000,Mortgage,5.0,Debtconsolidation,B,10000,10.74,0,0.13,N,4
sgiaGdXy-NRyv,OpjCkHay-UPSY,JA8OYi6v-TnRS,40,120000,Mortgage,2.0,Venture,B,17000,10.51,0,0.14,N,15
x7PENUjM-yBMW,fd98fYZL-KuzY,"62tXTG07-UIol",22,58000,Rent,6.0,Debtconsolidation,A,10000,6.54,0,0.17,N,2
iMioHHXm-NCsg,"2SC3Db6o-GDyq",Ay1UXa72-2bXo,30,29120,Rent,0.0,Debtconsolidation,A,5400,7.14,0,0.19,N,10
k5SQwikK-OO3Q,NmzRwrDc-6Nfb,YpuTDOhr-LIg5,28,55000,Rent,6.0,Medical,C,12000,14.27,0,0.22,Y,10
EspgRsUL-qnIM,gew0aYsr-jru8,BhA6aI45-j5uR,21,49200,Rent,4.0,Education,C,6000,13.72,0,0.12,N,3
ez1sxQYX-CRmI,eJW7NkUM-JEXE,puUc0b58-WnbH,22,69700,Rent,4.0,Venture,B,11200,11.02,0,0.16,N,2
IetsNfoS-G2wU,"8iKdx45w-453B",N8ykOqqI-UepR,33,48000,Rent,0.0,Medical,C,4000,14.65,0,0.08,N,5
X5JC9KxQ-HNBf,Rn75jYn5-LjFa,a699IXvg-wgeA,35,84175,Rent,4.0,Education,A,7000,7.29,0,0.08,N,8
gpNPY0gN-zRj5,aRaL80Qh-C4Ba,Sny4vd9e-BRcN,25,82000,Rent,5.0,Medical,C,6000,11.02,0,0.07,N,3
uOqWYgDa-jv6W,KEA1Bvcw-Luno,kMjFQN2S-42IJ,27,78000,Mortgage,0.0,Homeimprovement,A,5000,5.42,0,0.06,N,7
j9cPXqK2-5pdb,j8TceiDv-mEEd,zFUJE5k4-nBgH,27,116000,Mortgage,4.0,Personal,D,25000,13.36,1,0.22,N,6
s9KENkpe-KEJO,mKIEOSo1-8eQI,OZxpUvaN-vOqt,25,85000,Rent,4.0,Homeimprovement,B,20000,11.02,0,0.24,N,2
sJPaTLXZ-CcfO,CeAI0kEh-mUUY,lCgWw8ao-eKrT,28,73008,Mortgage,2.0,Education,C,14000,12.73,0,0.19,Y,6
tQgO06xk-DYBz,ZFGnjWUt-z1UY,"27uxKy7x-Jhmh",24,85000,Rent,8.0,Personal,E,10000,16.0,0,0.12,Y,3
iO6mSGSh-hqSZ,CUO7m2Qg-SUBW,QHzN4kdp-2UZ9,31,26000,Rent,15.0,Venture,B,1250,11.49,0,0.05,N,10
"5XJcnHSQ-iOfG",CuKkaB3f-GCNN,pQzBWkhm-kkWn,30,85000,Mortgage,2.0,Education,A,10000,11.02,1,0.26,"",7
tETi4RcP-86DM,"4C9FzaE9-ziXc",ToAY7Tt2-ktOq,25,36276,Rent,0.0,Education,B,5600,9.99,0,0.15,N,4
hmWwMHQz-Hg9b,"8R7yRWAt-hbwI",n9085MDg-w4Km,22,32000,Rent,0.0,Debtconsolidation,B,4800,11.11,0,0.15,N,4
hfXiFRwO-me1a,AXHpDX77-ICWS,KYOigneq-3jeM,26,76486,Mortgage,4.0,Homeimprovement,A,6000,7.9,0,0.08,N,4
"7GXvNadn-TCM7",hM8o38cf-Ptk5,"7iHIDubT-HNQ1",23,105000,Mortgage,5.0,Education,E,15000,16.82,0,0.14,Y,4
FQ4vwEfJ-tcxg,"6dx77N2w-LhLn","1KyeG2dN-Uq62",26,34000,Rent,3.0,Venture,C,15250,13.22,1,0.45,Y,2
Yjlq3lrx-CMTv,BU2xnNq2-Mcug,OzbDZaA9-G8Q2,31,59712,Rent,0.0,Debtconsolidation,E,24000,17.43,1,0.4,N,9
ojrWfsHy-WKlK,"3jrgnNck-qQap",Ak9hXGls-ID63,35,88000,Mortgage,18.0,Medical,B,9800,12.69,0,0.11,N,10
Kw1eJGID-ptWX,mKdgsthz-vjYD,kS85jZm2-Ol2s,22,43000,Mortgage,3.0,Venture,A,2600,11.02,0,0.06,N,4
nuhO72wG-LCll,pM6xJevx-B8zO,QYcLTkZH-2fFb,25,70000,Own,9.0,Homeimprovement,A,5000,8.59,0,0.07,N,3
O0KGj4rY-DSFZ,wMHH72pO-fkuO,"4PGZMfjS-3DiW",22,39000,Mortgage,6.0,Education,A,7000,8.94,1,0.18,N,3
ImUoKQRj-b5qO,"6yC8t9JS-sIcR",Nhb0gABC-4ThR,27,60000,Rent,0.0,Debtconsolidation,B,6000,9.25,0,0.1,N,9
JdSqLUek-BtQZ,y7hdo7pH-Mxiv,RZNnBxU1-YixY,26,100000,Mortgage,7.0,Venture,A,9200,6.03,0,0.09,N,3
"6UcX8Wkr-8wXt",dNRSahMH-JERd,bDB1Dqon-Q2yd,36,250000,Mortgage,2.0,Venture,A,4000,7.14,0,0.02,N,12
SB0v9414-FzCN,OD7m1OOc-8hYs,qvxZRYNB-jh23,35,105000,Mortgage,18.0,Personal,B,3000,10.37,0,0.03,N,7
ERTzYdQJ-U3pw,olzb99Nm-3jWG,NO33EFnu-DiQ1,34,110000,Rent,6.0,Personal,C,15000,12.68,0,0.14,Y,10
"78H9M5CT-dl3G",wLggzIWx-ha9o,BUTtzlN0-TRkO,26,67000,Mortgage,10.0,Personal,B,10000,12.21,0,0.15,N,3
auSqXTFN-vmjd,RlctRvna-GxeA,XITcLBlY-9mXw,28,136000,Mortgage,0.0,Venture,C,9500,7.49,0,0.17,"",3
gBu40RZv-yonM,tDBmBWkG-xqrH,QlLBR7E0-QJ9n,29,66000,Mortgage,4.79,Personal,A,3000,7.66,0,0.05,N,7
JzAdDM7d-fJys,OSkkmmFe-dRwl,FerMSBnI-Kvh8,35,10800,Rent,4.79,Education,D,2500,14.84,1,0.23,N,5
bwcNniRM-Zih0,c09fAdYF-mS3T,uc7eQUZB-JybQ,29,32400,Mortgage,2.0,Debtconsolidation,B,10625,11.02,0,0.33,N,8
S0IfJ2wT-8j1d,YP9dQK5b-UuBQ,"800EO5JC-TabY",22,32000,Rent,0.0,Personal,D,7875,14.91,1,0.25,N,2
HFfsAwt1-ImcW,Syv8NPsU-NDKG,OB4GQyes-aPZh,27,56000,Mortgage,4.0,Debtconsolidation,B,10050,9.63,0,0.18,N,8
Kf6gImcE-xbaw,tn31lWz7-2PC3,P2fFRUNs-8QaU,32,30000,Rent,1.0,Education,B,11450,9.99,1,0.38,N,6
llTUbALb-DoeA,ECo69wdu-ww26,"4gPlF3r9-KjLX",27,97200,Mortgage,2.0,Homeimprovement,A,5500,11.02,0,0.06,N,8
"3pYmvJL7-3AGb",xHteA99Q-OfiP,MrwUXdoN-skDt,28,39600,Rent,6.0,Venture,B,4500,10.25,0,0.11,N,10
stptIDLo-U8LS,DjtKohI8-FClk,Db8dmjSv-fXDX,29,14400,Rent,4.0,Debtconsolidation,A,2200,5.99,0,0.15,N,10
JR9aPn6j-2pHo,zvONK2M7-eiG7,QBTyOcuh-WJPC,34,51312,Rent,0.0,Homeimprovement,C,18000,13.85,1,0.35,N,10
"6LeSzqxI-kMoQ",HldKOC3q-TzWO,hiePCIQ3-9ZlW,34,36000,Rent,1.0,Medical,C,4000,13.61,0,0.11,N,10
U6533FHu-CIpt,"015ACpL4-rI2B",J5o5pWJD-Gu2c,26,80000,Rent,0.0,Education,C,9000,10.91,0,0.11,Y,3
gXr1coXK-fm3u,Q4GfW5Fq-W8Ug,YeeXnhX3-8lbh,25,42000,Rent,8.0,Medical,A,7000,5.79,0,0.17,N,2
u4nxLsMa-ziNp,noRZBHHr-XE9H,UYkER3Yu-bYlr,26,45000,Mortgage,6.0,Medical,C,6000,14.27,0,0.13,Y,4
xyIfCaaG-CW5K,FrCUyXXS-oC6i,ZdU7DDU3-jNuD,26,25500,Mortgage,8.0,Homeimprovement,C,5600,11.91,0,0.22,N,4
ru70dzZt-45qs,"6OzQcJe6-4oK3",z0ONjra8-9Dzr,23,43200,Own,6.0,Venture,E,13000,15.95,0,0.3,N,2
PR9ZvojY-AK6H,plax2864-fE8R,"7mgA4HAF-2khE",27,54996,Own,2.0,Homeimprovement,D,8000,11.02,0,0.24,"",10
LJrszwB5-bKDH,yay2nmPi-FU7A,Lkc9kGAu-qmyT,39,11820,Rent,4.79,Medical,B,1500,11.11,0,0.13,N,11
"7qplQI9K-KRwZ","1xuGuBns-mvbW",lZm3pwIa-mvl5,24,48000,Own,4.0,Education,A,3000,5.79,0,0.06,N,4
S76PP4Ar-L8ho,XgLOB0CY-LNIR,uGaqLZfn-ch2k,38,117400,Mortgage,7.0,Personal,B,16000,10.75,0,0.14,N,16
R2k5Ergn-fOdj,vNDJCMZS-R0e7,XnTXMjGd-hPFS,28,50000,Rent,4.0,Debtconsolidation,D,15000,14.91,1,0.3,N,7
"9rBbFyPU-f3tq",sGrqpZJ8-QYmJ,"9PG3WLOn-AFhM",27,52000,Rent,0.0,Homeimprovement,B,5100,10.37,0,0.1,N,7
YUrSaCKK-ISrX,dyN9hPTN-JSlC,r4sup64y-CxXL,26,45000,Rent,10.0,Medical,C,16750,12.41,1,0.37,N,3
jtcd9u0k-qw7n,xT588QCP-jknw,GR0xW9ND-Bh7y,31,50000,Rent,0.0,Venture,A,4000,6.62,0,0.08,N,8
"7HKKGpQr-Jl6y",rRpwB94M-Dmmc,"0FAGeZRz-rWfG",31,20000,Rent,0.0,Medical,C,5000,13.8,0,0.25,N,5
H30kaYTs-hARM,G9FprmH3-gUdx,a3cFB2fz-khH0,27,54400,Mortgage,4.79,Medical,D,15000,15.65,1,0.23,Y,9
ffkDABC2-hAbS,bL2509Ti-bFI1,irvgXUHI-qPSL,22,61547,Own,1.0,Education,D,24250,14.96,0,0.39,Y,3
jLANK9f2-nC37,sJjevexX-6xR0,hK8UJPDB-3WC6,23,108000,Mortgage,1.0,Education,B,14000,11.89,0,0.13,N,2
dDGEwREv-PyBJ,"7914QNFw-nfhT","8keGUxaY-5Yvt",22,82000,Mortgage,5.0,Education,B,20000,9.88,0,0.24,N,4
AeyKQOkB-yZRx,lT7mCXut-sYbX,PkfeL1Og-vpej,33,64000,Mortgage,8.0,Venture,C,12000,11.02,1,0.19,N,9
"38M5a2op-d8GA",YBZNSCLM-C146,SkSNIzWd-wMA5,26,71004,Rent,0.0,Debtconsolidation,D,20000,13.36,1,0.28,N,2
k5U4SKPQ-ZtAd,YxlEHJTO-RPGp,hrkegUqi-2w6h,29,42000,Mortgage,6.0,Personal,B,6000,11.49,1,0.14,N,9
"6eoBtenS-OCFl",jwnhNTwO-pdSZ,voMfy6KW-Mm5J,24,112000,Mortgage,8.0,Personal,B,20400,11.71,0,0.18,N,3
L0snaNrT-6R8k,"97phKpNm-fbhO",uaAN7JsM-ezCY,25,50000,Mortgage,9.0,Debtconsolidation,B,5000,11.36,0,0.1,N,2
gBh8QppQ-H19F,bsWWrCUn-b65N,A2DfpamE-Lq2r,22,69000,Mortgage,6.0,Medical,A,6500,5.99,0,0.09,N,2
UH1TqRnU-AfoF,QkaMcGQv-r982,gPEELhrj-5May,30,95000,Mortgage,6.0,Personal,A,4000,5.99,0,0.04,N,7
zuw7rEnG-UegN,sPJFnYGI-PIN4,nT3Jqo4j-2bSx,23,30000,Rent,0.0,Education,C,8400,14.65,0,0.28,N,3
BQlAqzWT-5ynN,"7nPuUGbv-AFCB",xWZBCSa9-oLJJ,33,56100,Own,13.0,Homeimprovement,A,16000,6.03,0,0.29,N,8
cSDeDhS6-O6nS,yyQQfApu-YJoM,kwobv1AI-otw9,32,45000,Mortgage,12.0,Education,A,4800,7.49,0,0.11,N,7
wuhMAXOd-IkZt,pWKPjSwE-dbhH,gLmspgZR-pPjx,36,80000,Rent,4.0,Education,B,7500,11.49,0,0.09,N,15
AYU0LCx0-ptNC,fwvKEIA0-FwaK,qUwuENvb-d6OC,24,112000,Rent,8.0,Homeimprovement,A,6400,6.62,0,0.06,N,2
Z0WyOqii-2yWH,lc3q211z-jtAA,"0RbABgqz-CA3X",22,46200,Rent,0.0,Venture,A,10000,7.29,0,0.22,N,3
oYrTAkcZ-6IIh,z4sZmfcI-twEF,"6cPXUYMO-ReOc",23,48500,Mortgage,1.0,Venture,"",15000,12.68,0,0.21,"",12
SJhz6oqj-Co2I,RfEuxKY7-w8DY,OYsGqkyJ-nXII,28,30000,Mortgage,4.0,Education,A,3000,6.76,0,0.1,N,9
SfYsBtfC-d8Gp,dQTlMZd0-Pn2R,wQuhGkzq-AmZh,28,160000,Own,12.0,Personal,B,23000,11.83,0,0.14,N,8
eBPeFkPq-aOyf,o7Um58Ub-FIrm,XgQkUYSd-5zrZ,22,52000,Mortgage,6.0,Education,C,9750,13.06,0,0.19,N,3
mgUd3xbw-zc7w,wFnB3Ghx-mSav,UhYen1OZ-TekC,37,40680,Mortgage,6.0,Debtconsolidation,D,8000,15.21,1,0.2,N,13
"9Mkp2Pgv-d3Jc",fB7xvgNS-CkSl,"9DwzH7ik-cLaH",26,61200,Own,4.0,Homeimprovement,C,1500,12.84,0,0.02,Y,2
D8CnUwpi-nsrf,KypiTAUU-9XfO,Te4RImw7-FdP1,26,32000,Rent,4.0,Debtconsolidation,A,12250,11.02,1,0.38,N,2
"04TpfFRn-ftsE",zz0DIO4F-U75s,iMaTdQ5E-U0zS,30,72000,Rent,1.0,Debtconsolidation,B,10000,9.99,0,0.14,N,7
Mnb8lod6-HxBf,"0Y8McSZW-O1vH",T2AKfxWI-Cpxs,24,65000,Rent,0.0,Debtconsolidation,B,7000,11.83,0,0.11,N,2
Rv7gRi2N-OKjm,ytYpdDRL-zA2z,"64PNhb63-yh63",23,100000,Mortgage,2.0,Debtconsolidation,A,14000,6.17,0,0.14,N,4
FbH0m7EC-vfKQ,gyYzaYt7-4Gh6,kki4WOLb-o3fg,25,80000,Own,9.0,Venture,C,12800,11.02,0,0.16,N,3
n1GKXDhI-5qg0,hlu3kEpK-IbKA,DXOkFH4X-JXPf,21,42504,Rent,0.0,Education,A,6300,6.99,0,0.15,N,3
S2elOxRr-I5DJ,va2s6TDG-JBee,NAewTBYi-TyUr,25,82000,Rent,2.0,Personal,A,9200,6.03,0,0.11,N,3
eJqCoqHB-cLZi,ZB5etFP3-aZFc,qcLnSlN8-QA1c,31,69000,Mortgage,15.0,Education,A,4050,7.51,1,0.06,N,7
yU4o9N7i-NI4o,aTxjdE8s-lxeN,Z2vh3pXX-iKbW,28,71000,Rent,0.0,Homeimprovement,D,3200,14.61,1,0.05,Y,5
ricDg9F3-6Uqs,s75gaQ2T-7TpO,"0jmup9R3-UtjE",25,45000,Mortgage,4.0,Venture,D,2000,15.62,0,0.04,Y,3
g9BgqUY9-LWaW,lZu7WTQf-g6ds,S6M7mStN-r5Br,29,110000,Mortgage,0.0,Venture,A,15000,8.94,0,0.14,N,7
s1AmBzew-QM54,l85UqXQU-KIlr,WaG5vBNx-pZYX,22,40000,Mortgage,6.0,Venture,B,4500,11.71,0,0.11,N,3
OwOxodWv-QUK0,shw0OhcN-zCPg,P0QxC3pZ-Txow,24,88128,Mortgage,0.0,Education,B,1950,9.99,1,0.02,N,2
IN8KSCmK-zn3p,bWZyHQLf-lWo4,ktuYzQe0-4wvW,23,38000,Own,2.0,Venture,C,5000,12.99,0,0.13,N,4
"",WyG9AWp1-TAgq,t2sr31P5-BMuu,28,66024,Rent,3.0,Homeimprovement,"",12000,6.03,0,0.08,N,6
"",WyG9AWp1-TAgq,t2sr31P5-BMuu,28,35100,Rent,1.0,Homeimprovement,"",12000,6.03,0,0.08,N,6
"",WyG9AWp1-TAgq,t2sr31P5-BMuu,32,85000,Mortgage,3.0,Homeimprovement,"",12000,6.03,0,0.08,N,6
"",WyG9AWp1-TAgq,t2sr31P5-BMuu,25,125000,Mortgage,5.0,Homeimprovement,"",12000,6.03,0,0.08,N,6
BzbRTgq5-yEWn,"8or8PTb2-ZWMj",M0YcnP0n-xt25,26,45000,Rent,5.0,Personal,B,2000,11.49,0,0.04,N,2
fuXJ7Xwh-nwyl,KwTQ4SBh-p21Q,"33wshexp-qo89",24,65000,Mortgage,8.0,Education,A,3300,7.51,0,0.05,N,2
lyvPnMDa-jRzQ,"3LRJeKA3-MyjK",dKgLfoZ5-L9hp,26,64000,Mortgage,2.0,Personal,D,8000,14.96,0,0.13,Y,2
nL89TT9g-Hc2R,ugPzflty-aolk,FZi9cbX0-qI5U,22,175000,Mortgage,6.0,Medical,B,18000,11.02,0,0.1,N,3
JvDx2xgQ-PHsM,wr8M7LyK-gLgu,HibBoBvX-BDnn,22,23900,Rent,0.0,Personal,B,9000,11.02,1,0.38,N,2
S2RSSEm8-Krga,gKbs72Ny-Qlr2,GcI1jJ4s-ZWao,32,73000,Rent,4.0,Debtconsolidation,A,10000,8.59,0,0.14,N,8
cNhUkJZ7-aind,eS2MNMHS-m1SC,TKNwQwzq-S1El,25,66300,Mortgage,6.0,Medical,C,20000,15.27,1,0.26,N,4
cKCz0Iqk-u8rt,IgtjGKja-amHn,"7e1ziARE-YKu2",32,61000,Mortgage,3.0,Personal,A,2000,7.9,0,0.03,N,7
PdEyueqc-XcAa,z4fTkukQ-vGU6,Q0YjXveL-pUdI,22,48000,Mortgage,1.0,Personal,B,4000,9.63,0,0.08,N,2
"8z1I8Cyc-cpuj",Gf9owtxv-22Mo,EDvRjlCf-C8K4,22,80000,Mortgage,0.0,Medical,C,2000,14.72,0,0.03,Y,3
KD2xpzdA-AdIl,"15iLSN8m-lImG",vej35Tf5-S1uN,24,75000,Mortgage,3.0,Venture,A,16000,6.62,0,0.21,N,2
"0ltLhmfy-X6SC",GWTO6yns-GW5q,nXKu5OiT-QfcK,32,32004,Rent,16.0,Medical,B,4000,11.49,0,0.12,N,9
"7r9TCeTT-JR8e",KgNceYOU-grLB,kUvIjrlI-wExy,21,18000,Rent,0.0,Debtconsolidation,A,3000,7.9,1,0.17,N,2
GvfxyUoG-ybXM,"7xz2htSJ-8tcg",ozzs1Qio-5Q1t,23,130000,Mortgage,4.0,Education,A,6800,8.49,0,0.05,N,3
Oh3ogf8o-Raj1,"3XDrBQO2-RqJz",j4B7Cs1R-pnO8,24,33321,Own,4.0,Venture,C,12250,13.11,0,0.37,Y,4
ibWQReMc-q5sX,UD4T1Cdd-FnRL,"8TuEo7Jd-9z8H",25,77500,Rent,3.0,Homeimprovement,A,3000,6.54,0,0.04,N,4
sL8je75i-AD9r,Nx2DbgLO-Z1bN,fiUFT01t-Wqhv,26,175000,Rent,2.0,Venture,B,17000,9.88,0,0.1,N,3
tjrbUQys-Omln,PoaIweHF-0aHG,"8zqpKsan-wmkt",21,60000,Rent,3.0,Debtconsolidation,B,5600,9.25,0,0.09,N,3
"91Nhn9CZ-b5yO",Jgtwib4y-eMhv,rTxNLfXS-Cghh,27,84996,Rent,12.0,Personal,B,10000,10.51,0,0.12,N,7
ZW3AnZE7-BAeF,zRF27oKD-jf1I,N9z8DiT2-jRRv,36,50000,Rent,4.0,Homeimprovement,A,15000,8.9,0,0.3,N,14
mZEAPWRJ-m514,xDgLZpad-tTrO,ku5KxS5d-KPhE,26,64500,Rent,1.0,Debtconsolidation,B,12000,10.99,0,0.19,N,4
hYvWHqSC-yqm6,FpjliSLe-Gjd3,lvqk82qB-pPed,30,108000,Mortgage,14.0,Homeimprovement,B,5000,10.99,0,0.05,N,5
NbRE7IZW-KFDU,zsSJ6R90-9slp,llG2lNFv-gBpI,36,44000,Rent,4.0,Debtconsolidation,D,8000,17.49,1,0.18,N,15
tiyhIBtD-3mpn,srlpxUzJ-4K1k,RwdC49nn-5aEY,32,50000,Own,16.0,Homeimprovement,A,8000,7.49,0,0.16,N,9
YwZeNjmT-ax5L,nWfMiX3i-E9fJ,fiBHR1oF-6erj,24,43896,Rent,8.0,Homeimprovement,B,23975,11.02,1,0.55,N,2
